FareType	DollarFare	PointsFare
POINTS	287.39	19400
LOWEST	171.2	0
POINTS	171.2	11700
LOWEST	266.2	0
POINTS	266.2	18700
LOWEST	254.55	0
POINTS	254.55	17900
LOWEST	375.29	0
POINTS	375.29	31400
LOWEST	219.2	0
POINTS	219.2	15200
LOWEST	110.2	0
POINTS	110.2	7200
LOWEST	286.2	0
POINTS	286.2	20200
LOWEST	121.4	0
POINTS	121.4	6000
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	191.48	0
POINTS	191.48	13500
LOWEST	789.36	0
POINTS	789.36	60600
LOWEST	262.34	0
POINTS	262.34	18400
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	422.19	0
POINTS	422.19	30300
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	283.2	0
POINTS	283.2	20000
LOWEST	145.2	0
POINTS	145.2	9800
LOWEST	308.33	0
POINTS	308.33	23600
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	372.2	0
POINTS	372.2	34100
LOWEST	312.04	0
POINTS	312.04	23900
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	312.04	0
POINTS	312.04	23900
LOWEST	306.3	0
POINTS	306.3	21700
LOWEST	357.2	0
POINTS	357.2	27500
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	145.2	0
POINTS	145.2	9800
LOWEST	226.2	0
POINTS	226.2	15800
LOWEST	319.2	0
POINTS	319.2	22600
LOWEST	128.04	0
POINTS	128.04	8500
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	442	0
POINTS	442	45100
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	248.2	0
POINTS	248.2	17400
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	122.21	0
POINTS	122.21	8100
LOWEST	222.1	0
POINTS	222.1	14400
LOWEST	353.19	0
POINTS	353.19	25200
LOWEST	158.1	0
POINTS	158.1	9700
LOWEST	241.2	0
POINTS	241.2	16900
LOWEST	486.1	0
POINTS	486.1	42200
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	228.2	0
POINTS	228.2	15900
LOWEST	151.1	0
POINTS	151.1	9200
LOWEST	220.04	0
POINTS	220.04	15300
LOWEST	578.66	0
POINTS	578.66	35000
LOWEST	199.98	0
POINTS	199.98	13800
LOWEST	288.2	0
POINTS	288.2	20300
LOWEST	452.1	0
POINTS	452.1	39500
LOWEST	174.98	0
POINTS	174.98	12000
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	246.5	0
POINTS	246.5	17300
LOWEST	675.76	0
POINTS	675.76	47700
LOWEST	372.99	0
POINTS	372.99	28800
LOWEST	197.94	0
POINTS	197.94	13700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	141.2	0
POINTS	141.2	9500
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	278.2	0
POINTS	278.2	23000
LOWEST	277.54	0
POINTS	277.54	22900
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	244.2	0
POINTS	244.2	17100
LOWEST	324.2	0
POINTS	324.2	29600
LOWEST	216.34	0
POINTS	216.34	15000
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	279.1	0
POINTS	279.1	15400
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	201.2	0
POINTS	201.2	13900
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	201.2	0
POINTS	201.2	13900
LOWEST	247.65	0
POINTS	247.65	17300
LOWEST	185.54	0
POINTS	185.54	12700
LOWEST	709.94	0
POINTS	709.94	73300
LOWEST	243.94	0
POINTS	243.94	17100
LOWEST	363.79	0
POINTS	363.79	36800
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	371.2	0
POINTS	371.2	28600
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	348.2	0
POINTS	348.2	29100
LOWEST	165.21	0
POINTS	165.21	11200
LOWEST	206.25	0
POINTS	206.25	14300
LOWEST	196.98	0
POINTS	196.98	13600
LOWEST	307.45	0
POINTS	307.45	21800
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	203.2	0
POINTS	203.2	14000
LOWEST	256.85	0
POINTS	256.85	18000
LOWEST	209.21	0
POINTS	209.21	14500
LOWEST	191.3	0
POINTS	191.3	14200
LOWEST	220.2	0
POINTS	220.2	15300
LOWEST	234.2	0
POINTS	234.2	16300
LOWEST	226.94	0
POINTS	226.94	15800
LOWEST	375.29	0
POINTS	375.29	31400
LOWEST	375.29	0
POINTS	375.29	31400
LOWEST	264.54	0
POINTS	264.54	18700
LOWEST	149.2	0
POINTS	149.2	10000
LOWEST	328.1	0
POINTS	328.1	22800
LOWEST	338.6	0
POINTS	338.6	27000
LOWEST	418.4	0
POINTS	418.4	28800
LOWEST	234.2	0
POINTS	234.2	16300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	119.98	0
POINTS	119.98	7900
LOWEST	224.2	0
POINTS	224.2	16800
LOWEST	252.25	0
POINTS	252.25	17700
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	344.35	0
POINTS	344.35	30200
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	265.4	0
POINTS	265.4	15300
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	324.2	0
POINTS	324.2	29600
LOWEST	187.98	0
POINTS	187.98	12900
LOWEST	371.84	0
POINTS	371.84	28700
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	146.1	0
POINTS	146.1	8800
LOWEST	255.4	0
POINTS	255.4	14600
LOWEST	156.8	0
POINTS	156.8	10600
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	218.2	0
POINTS	218.2	15200
LOWEST	247.98	0
POINTS	247.98	17400
LOWEST	253.5	0
POINTS	253.5	16700
LOWEST	210.2	0
POINTS	210.2	14600
LOWEST	212.2	0
POINTS	212.2	14700
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	190.2	0
POINTS	190.2	13100
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	224.2	0
POINTS	224.2	15600
LOWEST	278.2	0
POINTS	278.2	19600
LOWEST	281.2	0
POINTS	281.2	21400
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	458.2	0
POINTS	458.2	42300
LOWEST	312.04	0
POINTS	312.04	23900
LOWEST	188.98	0
POINTS	188.98	13000
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	221.3	0
POINTS	221.3	15500
LOWEST	604.96	0
POINTS	604.96	38300
LOWEST	217.4	0
POINTS	217.4	11800
LOWEST	311.79	0
POINTS	311.79	22100
LOWEST	338.6	0
POINTS	338.6	27000
LOWEST	279.95	0
POINTS	279.95	18700
LOWEST	203.2	0
POINTS	203.2	14000
LOWEST	169.19	0
POINTS	169.19	11500
LOWEST	749.61	0
POINTS	749.61	55300
LOWEST	266.2	0
POINTS	266.2	18700
LOWEST	162.2	0
POINTS	146.2	9800
LOWEST	256.59	0
POINTS	256.59	18000
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	502.03	0
POINTS	502.03	25400
LOWEST	657.06	0
POINTS	657.06	49100
LOWEST	208.6	0
POINTS	208.6	13800
LOWEST	606.28	0
POINTS	606.28	51600
LOWEST	183.1	0
POINTS	183.1	11500
LOWEST	390.16	0
POINTS	390.16	24600
LOWEST	187.6	0
POINTS	187.6	12200
LOWEST	146.6	0
POINTS	146.6	9200
LOWEST	562.46	0
POINTS	562.46	35200
LOWEST	593.16	0
POINTS	593.16	45300
LOWEST	206.1	0
POINTS	206.1	13200
LOWEST	295.1	0
POINTS	295.1	19800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	558.96	0
POINTS	558.96	34900
LOWEST	38.2	0
POINTS	38.2	1800
LOWEST	261.1	0
POINTS	261.1	17300
LOWEST	151.6	0
POINTS	151.6	9500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	71.2	0
POINTS	71.2	4300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	330.1	0
POINTS	330.1	22400
LOWEST	42.2	0
POINTS	42.2	2100
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	286.2	0
POINTS	286.2	20200
LOWEST	192.1	0
POINTS	192.1	8900
LOWEST	249.1	0
POINTS	249.1	17700
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	173.6	0
POINTS	173.6	11200
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	301.1	0
POINTS	301.1	17000
LOWEST	169.2	0
POINTS	169.2	11500
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	43.98	0
POINTS	43.98	2300
LOWEST	289.82	0
POINTS	289.82	22400
LOWEST	218.6	0
POINTS	218.6	13200
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	222.1	0
POINTS	222.1	11200
LOWEST	43.98	0
POINTS	43.98	2300
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	747.46	0
POINTS	747.46	57300
LOWEST	224.2	0
POINTS	224.2	15600
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	353.2	0
POINTS	353.2	27200
LOWEST	612.1	0
POINTS	612.1	64900
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	263.1	0
POINTS	263.1	17500
LOWEST	156.2	0
POINTS	156.2	10600
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	221.2	0
POINTS	221.2	15400
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	221.2	0
POINTS	221.2	15400
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	292.1	0
POINTS	292.1	19600
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	135.2	0
POINTS	135.2	9000
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	310.6	0
POINTS	310.6	20000
LOWEST	193.2	0
POINTS	193.2	13300
LOWEST	38.2	0
POINTS	38.2	1800
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	286.2	0
POINTS	286.2	20200
LOWEST	463.46	0
POINTS	463.46	32300
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	329.5	0
POINTS	329.5	22000
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	41.2	0
POINTS	41.2	2000
LOWEST	325.1	0
POINTS	325.1	20900
LOWEST	274.6	0
POINTS	274.6	18200
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	216.1	0
POINTS	216.1	13200
LOWEST	138.98	0
POINTS	138.98	9300
LOWEST	98.1	0
POINTS	98.1	3400
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	272.1	0
POINTS	272.1	18100
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	209.82	0
POINTS	209.82	11500
LOWEST	336.98	0
POINTS	336.98	28100
LOWEST	42.2	0
POINTS	42.2	2100
LOWEST	339.82	0
POINTS	339.82	30000
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	279.98	0
POINTS	279.98	21300
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	465.1	0
POINTS	465.1	40200
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	184.96	0
POINTS	184.96	3800
LOWEST	233.2	0
POINTS	233.2	16300
LOWEST	514.2	0
POINTS	514.2	52700
LOWEST	62.1	0
POINTS	62.1	3900
LOWEST	103.1	0
POINTS	103.1	3800
LOWEST	86.2	0
POINTS	86.2	5400
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	486.1	0
POINTS	486.1	43700
LOWEST	234.2	0
POINTS	234.2	16300
LOWEST	609	0
POINTS	609	59600
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	213.59	0
POINTS	213.59	6800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	145.1	0
POINTS	145.1	6900
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	169	0
LOWEST	258.4	0
POINTS	258.4	14800
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	33.2	0
POINTS	33.2	1500
LOWEST	427.2	0
POINTS	427.2	36000
LOWEST	173.5	0
LOWEST	434.28	0
POINTS	434.28	33500
LOWEST	145.6	0
POINTS	145.6	6000
LOWEST	293.79	0
POINTS	293.79	18400
LOWEST	341.16	0
POINTS	341.16	16000
LOWEST	157.1	0
POINTS	157.1	11800
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	237.59	0
POINTS	237.59	8600
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	199.2	0
POINTS	199.2	13800
LOWEST	274.2	0
POINTS	274.2	19300
LOWEST	138.1	0
POINTS	138.1	8200
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	98.1	0
POINTS	98.1	5200
LOWEST	163.1	0
POINTS	163.1	8200
LOWEST	169.2	0
POINTS	169.2	11500
LOWEST	197.1	0
POINTS	197.1	9300
LOWEST	436.58	0
POINTS	436.58	34100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	379.1	0
POINTS	367.1	27200
LOWEST	440.46	0
POINTS	440.46	42400
LOWEST	277.8	0
POINTS	277.8	16700
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	333.1	0
POINTS	333.1	26600
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	369.98	0
POINTS	369.98	31000
LOWEST	185.82	0
POINTS	185.82	9800
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	95.2	0
POINTS	95.2	6000
LOWEST	568.8	0
POINTS	568.8	43900
LOWEST	159	0
LOWEST	137.82	0
POINTS	137.82	6200
LOWEST	521.16	0
POINTS	521.16	29600
LOWEST	145.1	0
POINTS	145.1	6900
LOWEST	116.1	0
POINTS	116.1	5800
LOWEST	194.4	0
POINTS	194.4	10000
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	116.1	0
POINTS	116.1	6600
LOWEST	288.1	0
POINTS	288.1	18600
LOWEST	435.46	0
POINTS	435.46	41800
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	94.4	0
POINTS	94.4	4000
LOWEST	190.2	0
POINTS	190.2	13100
LOWEST	138.98	0
POINTS	138.98	9300
LOWEST	199.1	0
POINTS	199.1	12700
LOWEST	96.7	0
POINTS	96.7	6300
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	232.2	0
POINTS	232.2	16200
LOWEST	271.1	0
POINTS	271.1	18300
LOWEST	151.1	0
POINTS	151.1	9200
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	188.82	0
POINTS	188.82	10000
LOWEST	147.2	0
POINTS	147.2	9900
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	199.98	0
POINTS	199.98	13800
LOWEST	333	0
POINTS	333	23300
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	336.58	0
POINTS	336.58	25400
LOWEST	178.1	0
POINTS	178.1	9300
LOWEST	590.86	0
POINTS	590.86	38600
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	483.46	0
POINTS	483.46	47200
LOWEST	90.2	0
POINTS	90.2	5700
LOWEST	302.98	0
POINTS	302.98	25200
LOWEST	834.26	0
POINTS	834.26	65000
LOWEST	254.2	0
POINTS	254.2	20900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	312.06	0
POINTS	312.06	16600
LOWEST	391.8	0
POINTS	391.8	24700
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	38.2	0
POINTS	38.2	1800
LOWEST	366.46	0
POINTS	366.46	32400
LOWEST	191.2	0
POINTS	191.2	13200
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	90.2	0
POINTS	90.2	5700
LOWEST	142.2	0
POINTS	142.2	9500
LOWEST	163.98	0
POINTS	163.98	11100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	646.11	0
POINTS	646.11	57700
LOWEST	571.96	0
POINTS	571.96	35900
LOWEST	301.96	0
POINTS	301.96	17100
LOWEST	274.89	0
POINTS	274.89	18300
LOWEST	984.46	0
POINTS	984.46	77800
LOWEST	206.2	0
POINTS	206.2	14300
LOWEST	220.2	0
POINTS	220.2	15300
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	231.1	0
POINTS	231.1	11800
LOWEST	482.59	0
POINTS	482.59	31400
LOWEST	534.89	0
POINTS	534.89	40000
LOWEST	171.2	0
POINTS	171.2	11700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	204.96	0
POINTS	204.96	5200
LOWEST	747.26	0
POINTS	747.26	63200
LOWEST	304.6	0
POINTS	304.6	24000
LOWEST	181.98	0
POINTS	181.98	12500
LOWEST	149.98	0
POINTS	149.98	10100
LOWEST	156.2	0
POINTS	156.2	10600
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	282.46	0
POINTS	282.46	17900
LOWEST	248.4	0
POINTS	248.4	14000
LOWEST	284.1	0
POINTS	284.1	22300
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	208.21	0
POINTS	208.21	14400
LOWEST	223.2	0
POINTS	223.2	15500
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	349.76	0
POINTS	349.76	25200
LOWEST	229.98	0
POINTS	229.98	16000
LOWEST	208.21	0
POINTS	208.21	15600
LOWEST	223.2	0
POINTS	223.2	15500
LOWEST	242.69	0
POINTS	242.69	13300
LOWEST	325.87	0
POINTS	325.87	17800
LOWEST	55.1	0
POINTS	55.1	3400
LOWEST	483.46	0
POINTS	483.46	47200
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	629.43	0
POINTS	629.43	46400
LOWEST	193.98	0
POINTS	193.98	13400
LOWEST	144.46	0
POINTS	144.46	3000
LOWEST	389.91	0
POINTS	389.91	26500
LOWEST	632.26	0
POINTS	632.26	46700
LOWEST	169	0
LOWEST	227.2	0
POINTS	227.2	15800
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	455.06	0
POINTS	455.06	29900
LOWEST	609.66	0
POINTS	609.66	38700
LOWEST	253.98	0
POINTS	253.98	17800
LOWEST	593.96	0
POINTS	593.96	49600
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	509.76	0
POINTS	509.76	34700
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	339.96	0
POINTS	339.96	21500
LOWEST	136.2	0
POINTS	136.2	9100
LOWEST	431.66	0
POINTS	431.66	27700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	226.2	0
POINTS	226.2	15800
LOWEST	62.6	0
POINTS	62.6	4300
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	483.89	0
POINTS	483.89	32900
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	192.98	0
POINTS	192.98	13300
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	277.46	0
POINTS	277.46	12900
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	391.1	0
POINTS	391.1	25800
LOWEST	108.7	0
POINTS	108.7	7400
LOWEST	350.8	0
POINTS	350.8	19400
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	326.2	0
POINTS	326.2	25000
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	623.96	0
POINTS	623.96	46600
LOWEST	565.2	0
POINTS	565.2	58000
LOWEST	308.98	0
POINTS	308.98	21900
LOWEST	233.2	0
POINTS	233.2	16300
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	386.96	0
POINTS	386.96	23400
LOWEST	247.2	0
POINTS	247.2	17300
LOWEST	474.2	0
POINTS	474.2	48500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	141.2	0
POINTS	141.2	9500
LOWEST	188.2	0
POINTS	188.2	12900
LOWEST	145.48	0
POINTS	145.48	10100
LOWEST	202.2	0
POINTS	202.2	14000
LOWEST	633.2	0
POINTS	633.2	68800
LOWEST	222.98	0
POINTS	222.98	15500
LOWEST	101.2	0
POINTS	101.2	6500
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	357.2	0
POINTS	357.2	27500
LOWEST	102.2	0
POINTS	102.2	6600
LOWEST	139.2	0
POINTS	139.2	9300
LOWEST	269.97	0
POINTS	269.97	20500
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	98.1	0
POINTS	98.1	5200
LOWEST	196.98	0
POINTS	196.98	13600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	839.46	0
POINTS	839.46	72700
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	298.2	0
POINTS	298.2	22800
LOWEST	152.98	0
POINTS	152.98	10300
LOWEST	192.1	0
POINTS	192.1	12200
LOWEST	319.2	0
POINTS	319.2	22600
LOWEST	251.21	0
POINTS	251.21	19000
LOWEST	165.21	0
POINTS	165.21	11200
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	77.2	0
POINTS	77.2	4700
LOWEST	38.2	0
POINTS	38.2	1800
LOWEST	248.2	0
POINTS	248.2	17400
LOWEST	313.2	0
POINTS	313.2	22200
LOWEST	319.98	0
POINTS	319.98	22700
LOWEST	253.98	0
POINTS	253.98	17800
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	486.1	0
POINTS	486.1	42200
LOWEST	146.2	0
POINTS	146.2	9800
LOWEST	218.2	0
POINTS	218.2	15200
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	191.2	0
POINTS	191.2	13200
LOWEST	687.96	0
POINTS	687.96	50500
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	152.98	0
POINTS	152.98	10300
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	194.2	0
POINTS	194.2	14400
LOWEST	392.1	0
POINTS	392.1	30800
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	128.98	0
POINTS	128.98	8600
LOWEST	83.7	0
POINTS	83.7	5300
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	141.2	0
POINTS	141.2	9500
LOWEST	141.2	0
POINTS	141.2	9500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	574.26	0
POINTS	574.26	36000
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	274.2	0
POINTS	274.2	19300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	463.2	0
POINTS	463.2	47300
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	228.2	0
POINTS	228.2	17200
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	318.2	0
POINTS	318.2	32000
LOWEST	72.98	0
POINTS	72.98	4400
LOWEST	136.98	0
POINTS	136.98	9100
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	348.2	0
POINTS	348.2	29100
LOWEST	189.2	0
POINTS	189.2	13000
LOWEST	166.21	0
POINTS	166.21	11300
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	463.4	0
POINTS	463.4	35200
LOWEST	321.2	0
POINTS	321.2	22800
LOWEST	189.2	0
POINTS	189.2	13000
LOWEST	187.4	0
POINTS	187.4	9500
LOWEST	157.2	0
POINTS	157.2	10600
LOWEST	189.2	0
POINTS	189.2	13000
LOWEST	262.2	0
POINTS	262.2	18400
LOWEST	251.21	0
POINTS	251.21	17600
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	166.98	0
POINTS	166.98	11400
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	287.4	0
POINTS	287.4	16900
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	238.1	0
POINTS	238.1	14500
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	225.2	0
POINTS	225.2	15700
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	139.2	0
POINTS	139.2	9300
LOWEST	230.2	0
POINTS	230.2	16000
LOWEST	146.1	0
POINTS	146.1	8800
LOWEST	228.2	0
POINTS	228.2	15900
LOWEST	220.2	0
POINTS	220.2	15300
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	228.2	0
POINTS	228.2	15900
LOWEST	186.1	0
POINTS	186.1	11800
LOWEST	383.1	0
POINTS	383.1	37400
LOWEST	231.7	0
POINTS	231.7	16300
LOWEST	208.21	0
POINTS	208.21	14400
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	253.2	0
POINTS	253.2	17800
LOWEST	298.1	0
POINTS	298.1	23500
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	303.1	0
POINTS	303.1	26200
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	193.2	0
POINTS	193.2	13300
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	147.98	0
